language,phrase,normalized_phrase,weight,source_page
punjabi,ਤੁਰੰਤ ਨਕਦ,ਤੁਰੰਤ ਨਕਦ,1.0,7
punjabi,ਤੁਰੰਤ ਪਹੰੁਚ ਲਈ,ਤੁਰੰਤ ਪਹੰੁਚ ਲਈ,1.25,5
punjabi,ਤੁਰੰਤ ਭਾਰ ਘਟਾਉਣਾ,ਤੁਰੰਤ ਭਾਰ ਘਟਾਉਣਾ,1.25,7
punjabi,ਤੁਰੰਤ ਿਡਲੀਵਰੀ,ਤੁਰੰਤ ਿਡਲੀਵਰੀ,1.0,7
punjabi,ਤੁਲਨਾ ਕਰੋ,ਤੁਲਨਾ ਕਰੋ,1.0,3
punjabi,ਤੁਹਾਡਾ ਇਨਾਮ,ਤੁਹਾਡਾ ਇਨਾਮ,1.0,16
punjabi,ਤੁਹਾਡੀ ਆਮਦਨ,ਤੁਹਾਡੀ ਆਮਦਨ,1.0,16
punjabi,ਤੁਹਾਡੀ ਿਵਆਜ ਦਰ ਨੰੂ ਘਟਾਓ,ਤੁਹਾਡੀ ਿਵਆਜ ਦਰ ਨੰੂ ਘਟਾਓ,1.25,12
punjabi,ਤੁਹਾਡੇ ਆਰਡਰ ਨਾਲ ਸਮੱਿਸਆ,ਤੁਹਾਡੇ ਆਰਡਰ ਨਾਲ ਸਮੱਿਸਆ,1.25,12
punjabi,ਤੁਹਾਡੇ ਦੱੁਗਣੇ,ਤੁਹਾਡੇ ਦੱੁਗਣੇ,1.0,4
punjabi,ਤੁਹਾਡੇ ਲਈ,ਤੁਹਾਡੇ ਲਈ,1.0,5
punjabi,ਤੁਹਾਡੇ ਲਈ ਖਾਸ,ਤੁਹਾਡੇ ਲਈ ਖਾਸ,1.25,14
punjabi,ਤੁਹਾਨੰੂ ਚੁਿਣਆ ਿਗਆ ਹੈ,ਤੁਹਾਨੰੂ ਚੁਿਣਆ ਿਗਆ ਹੈ,1.25,16
punjabi,ਤੁਹਾਨੰੂ ਚੁਿਣਆ ਿਗਆ ਹੈ!,ਤੁਹਾਨੰੂ ਚੁਿਣਆ ਿਗਆ ਹੈ!,1.25,16
punjabi,ਤੇ ਦੇਿਖਆ,ਤੇ ਦੇਿਖਆ,1.0,13
punjabi,ਤੇ ਦੇਿਖਆ ਿਗਆ ਹੈ,ਤੇ ਦੇਿਖਆ ਿਗਆ ਹੈ,1.25,1
punjabi,ਤੇਜ਼,ਤੇਜ਼,1.0,5
punjabi,ਤੇਜ਼ ਨਕਦ,ਤੇਜ਼ ਨਕਦ,1.0,5
punjabi,ਤੇਜ਼ ਪੈਸਾ,ਤੇਜ਼ ਪੈਸਾ,1.0,5
punjabi,ਤੇਜ਼ ਿਵਅਗਰਾ ਿਡਲੀਵਰੀ,ਤੇਜ਼ ਿਵਅਗਰਾ ਿਡਲੀਵਰੀ,1.25,5
punjabi,ਤੋਹਫ਼ਾ ਸਰਟੀਿਫਕੇਟ,ਤੋਹਫ਼ਾ ਸਰਟੀਿਫਕੇਟ,1.0,6
punjabi,ਤੱਕ ਕਮਾਈ,ਤੱਕ ਕਮਾਈ,1.0,5
punjabi,ਤધંੇਜ਼ੀ ਨਾਲ ਭਾਰ ਘਟਾਉਣਾ,ਤધંੇਜ਼ੀ ਨਾਲ ਭਾਰ ਘਟਾਉਣਾ,1.25,8
punjabi,ਤનਰાੱમਕોੀ,ਤનਰાੱમਕોੀ,1.0,12
punjabi,ਥੋਕ,ਥੋਕ,1.0,2
punjabi,ਦਰ,ਦਰ,1.0,12
punjabi,ਦਵਾਈ,ਦਵਾਈ,1.0,9
punjabi,ਦਾ ਹਵਾਲਾ ਿਦਓ,ਦਾ ਹਵਾਲਾ ਿਦਓ,1.25,12
punjabi,ਦਾਅਵਾ,ਦਾਅਵਾ,1.0,3
punjabi,ਦੀ ਪਾਲਣਾ ਕਰੋ,ਦੀ ਪਾਲਣਾ ਕਰੋ,1.25,5
punjabi,ਦੀ ਰਕਮ,ਦੀ ਰਕਮ,1.0,1
punjabi,ਦੀਵਾਲੀਆਪਨ,ਦੀਵਾਲੀਆਪਨ,1.0,2
punjabi,ਦੁਆਰਾ ਭੇਜੇ ਗਏ ਆਰਡਰ,ਦੁਆਰਾ ਭੇਜੇ ਗਏ ਆਰਡਰ,1.25,11
punjabi,ਦੁਕਾਨਦਾਰ,ਦੁਕਾਨਦਾਰ,1.0,13
punjabi,ਦੁਨੀਆ ਭਰ ਿਵੱਚ,ਦੁਨੀਆ ਭਰ ਿਵੱਚ,1.25,13
punjabi,ਦੇ ਦੇਓ,ਦੇ ਦੇਓ,1.0,6
punjabi,ਦੇਣ,ਦੇਣ,1.0,6
punjabi,ਧਾਰਾ 301,ਧਾਰਾ 301,1.0,13
punjabi,ਧੰਨ,ਧੰਨ,1.0,4
punjabi,ਨਕਦ,ਨਕਦ,1.0,3
punjabi,ਨਕਦ ਕਮਾਓ,ਨਕਦ ਕਮਾਓ,1.0,4
punjabi,ਨਕਦ ਕਾਰਡ ਸਵੀਕਾਰ ਕਰੋ,ਨਕਦ ਕਾਰਡ ਸਵੀਕਾਰ ਕਰੋ,1.25,1
punjabi,ਨਕਦ ਦੇ ਅਧੀਨ,ਨਕਦ ਦੇ ਅਧੀਨ,1.25,14
punjabi,ਨਕਦ ਬਾਹਰ,ਨਕਦ ਬਾਹਰ,1.0,3
punjabi,ਨਕਦ ਬੋਨਸ,ਨਕਦ ਬੋਨਸ,1.0,3
punjabi,ਨਕਦ ਰਿਹਤ,ਨਕਦ ਰਿਹਤ,1.0,3
punjabi,ਨਪੰੁਸਕਤਾ,ਨਪੰੁਸਕਤਾ,1.0,7
punjabi,ਨਮੂਨਾ,ਨਮੂਨਾ,1.0,13
punjabi,ਨਾ-ਘਪਲੇ,ਨਾ-ਘਪਲੇ,1.0,10
punjabi,ਨੌਕਰੀ ਦੀ ਚੇਤਾਵਨੀ,ਨੌਕਰੀ ਦੀ ਚੇਤਾਵਨੀ,1.25,8
punjabi,ਨੰਬਰ 1,ਨੰਬਰ 1,1.0,10
punjabi,ਨੰਬਰ ਇਕ,ਨੰਬਰ ਇਕ,1.0,10
punjabi,ਨੰਬਰ ਕਰਦੇ ਹਨ,ਨੰਬਰ ਕਰਦੇ ਹਨ,1.25,10
punjabi,ਨੰੂ ਵੱਖਰਾ ਜਵਾਬ,ਨੰੂ ਵੱਖਰਾ ਜਵਾਬ,1.25,4
punjabi,ਨરਗਨ,ਨરਗਨ,1.0,10
punjabi,ਪਤੀ ਅਤੇ ਪਤਨੀ,ਪਤੀ ਅਤੇ ਪਤਨੀ,1.25,7
punjabi,ਪਹੰੁਚ,ਪਹੰੁਚ,1.0,1
punjabi,ਪਾਸਵਰਡ,ਪਾਸਵਰਡ,1.0,11
punjabi,ਪਿਰਪੱਕ,ਪਿਰਪੱਕ,1.0,9
punjabi,ਪੁਰਸਕਾਰ ਦਫ਼ਤਰ,ਪੁਰਸਕਾਰ ਦਫ਼ਤਰ,1.0,2
punjabi,ਪੂਰੀ ਿਰਫੰਡ,ਪੂਰੀ ਿਰਫੰਡ,1.0,6
punjabi,ਪੈਸਾ,ਪੈਸਾ,1.0,9
punjabi,ਪੈਸਾ ਬਣਾਉਣਾ,ਪੈਸਾ ਬਣਾਉਣਾ,1.0,9
punjabi,ਪੈਸਾ 💰,ਪੈਸਾ 💰,1.0,9
punjabi,ਪੈਸੇ ਇੱਕ ਿਦਨ,ਪੈਸੇ ਇੱਕ ਿਦਨ,1.25,11
punjabi,ਪੈਸੇ ਕਮਾਉਣੇ,ਪੈਸੇ ਕਮਾਉਣੇ,1.0,9
punjabi,ਪੈਸੇ ਕਮਾਓ,ਪੈਸੇ ਕਮਾਓ,1.0,5
punjabi,ਪੈਸੇ ਤੇਜ਼,ਪੈਸੇ ਤੇਜ਼,1.0,9
punjabi,ਪੈਸੇ ਬਚਾਓ,ਪੈਸੇ ਬਚਾਓ,1.0,13
punjabi,ਪੈਸੇ ਵਾਪਸ,ਪੈਸੇ ਵਾਪਸ,1.0,9
punjabi,ਪੈਸੇ ਵਾਪਸ ਕਰਨ ਦੀ ਗਰੰਟੀ,ਪੈਸੇ ਵਾਪਸ ਕਰਨ ਦੀ ਗਰੰਟੀ,1.25,9
punjabi,ਪੋਰਨ,ਪੋਰਨ,1.0,12
punjabi,ਪੰੁਜ ਈਮੇਲ,ਪੰੁਜ ਈਮੇਲ,1.0,9
punjabi,ਫ਼ੋਨ,ਫ਼ੋਨ,1.0,11
punjabi,ਫਾਰਮ,ਫਾਰਮ,1.0,5
punjabi,ਫਾਰਮਾਿਸਊਟੀਕਲ,ਫਾਰਮਾਿਸਊਟੀਕਲ,1.0,11
punjabi,ਫੋਨ ਨੰਬਰ,ਫੋਨ ਨੰਬਰ,1.0,11
punjabi,ਫੰਡ,ਫੰਡ,1.0,6
punjabi,ਫੰਡਰੇਜ਼ਰ,ਫੰਡਰੇਜ਼ਰ,1.0,6
punjabi,ਬਕ ਤਬਾਦਲਾ,ਬਕ ਤਬਾਦਲਾ,1.0,2
punjabi,ਬਕਸ,ਬਕਸ,1.0,2
punjabi,ਬਕਾਇਆ ਰਕਮ,ਬਕਾਇਆ ਰਕਮ,1.0,11
punjabi,ਬਚਤ,ਬਚਤ,1.0,13
punjabi,ਬਚਾਓ,ਬਚਾਓ,1.0,13
punjabi,ਬਟੂਆ,ਬਟੂਆ,1.0,15
punjabi,ਬਲਕ ਈਮੇਲ,ਬਲਕ ਈਮੇਲ,1.0,2
punjabi,ਬਲੌਗ,ਬਲੌਗ,1.0,2
punjabi,ਬਲੌਿਗੰਗ ਸਫਲਤਾ,ਬਲੌਿਗੰਗ ਸਫਲਤਾ,1.0,2
punjabi,ਬਹੁ-ਪੱਧਰੀ ਮਾਰਕੀਿਟੰਗ,ਬਹੁ-ਪੱਧਰੀ ਮਾਰਕੀਿਟੰਗ,1.0,10
punjabi,ਬਹੁਤ ਘੱਟ ਕੀਤਾ,ਬਹੁਤ ਘੱਟ ਕੀਤਾ,1.25,4
punjabi,ਬਹੁਤ ਦੇਰ ਹੋ ਚੱੁਕੀ ਹੈ,ਬਹੁਤ ਦੇਰ ਹੋ ਚੱੁਕੀ ਹੈ,1.25,14
punjabi,ਬਹੁਤ ਵੱਡਾ ਸੌਦਾ,ਬਹੁਤ ਵੱਡਾ ਸੌਦਾ,1.25,6
punjabi,ਬਹੁਤ ਸਸਤੇ,ਬਹੁਤ ਸਸਤੇ,1.0,15
punjabi,ਬਾਈਨਰੀ,ਬਾਈਨਰੀ,1.0,2
punjabi,ਬਾਪੂ,ਬਾਪੂ,1.0,2
punjabi,ਬਾਰੇ,ਬਾਰੇ,1.0,12
punjabi,ਬਾਲ ਸਹਾਇਤਾ ਇਕੱਠੀ ਕਰੋ,ਬਾਲ ਸਹਾਇਤਾ ਇਕੱਠੀ ਕਰੋ,1.25,3
punjabi,ਬਾਹਰ ਕੱਡਣਾ,ਬਾਹਰ ਕੱਡਣਾ,1.0,11
punjabi,ਬੀਟੀਸੀ,ਬੀਟੀਸੀ,1.0,2
punjabi,ਬੀਮਾ ਭਾਰ ਘਟਾਉਣਾ,ਬੀਮਾ ਭਾਰ ਘਟਾਉਣਾ,1.25,7
punjabi,ਬੇਦਾਅਵਾ,ਬੇਦਾਅਵਾ,1.0,4
punjabi,ਬੋਨਸ,ਬੋਨਸ,1.0,2
punjabi,ਬੰਦ,ਬੰਦ,1.0,1
punjabi,ਭਾਰ ਘਟਾਉਣਾ,ਭਾਰ ਘਟਾਉਣਾ,1.0,15
punjabi,ਭਾਰ ਘਟਾਓ,ਭਾਰ ਘਟਾਓ,1.0,8
punjabi,ਭਾਰ ਸਪੈਮ ਗੁਆ,ਭਾਰ ਸਪੈਮ ਗੁਆ,1.25,8
punjabi,ਭੁਗਤਾਨ,ਭੁਗਤਾਨ,1.0,11
punjabi,ਭੁਗਤਾਨ ਐਪ,ਭੁਗਤਾਨ ਐਪ,1.0,11
punjabi,ਭੁਗਤਾਨ ਕਰਨ ਲਈ ਿਬੱਲ,ਭੁਗਤਾਨ ਕਰਨ ਲਈ ਿਬੱਲ,1.25,2
punjabi,ਮਜ਼ਬੂਤ ਖਰੀਦ,ਮਜ਼ਬੂਤ ਖਰੀਦ,1.0,14
punjabi,ਮਨੀ ਆਰਡਰ,ਮਨੀ ਆਰਡਰ,1.0,9
punjabi,ਮਨੱੁਖੀ ਿਵਕਾਸ ਹਾਰਮੋਨ,ਮਨੱੁਖੀ ਿਵਕਾਸ ਹਾਰਮੋਨ,1.25,7
punjabi,ਮਹਾਨ,ਮਹਾਨ,1.0,6
punjabi,ਮਹੀਨਾਵਾਰ ਕਮਾਈ ਕਰੋ,ਮਹੀਨਾਵਾਰ ਕਮਾਈ ਕਰੋ,1.25,5
punjabi,ਮਹੀਨਾਵਾਰ ਭੁਗਤਾਨ,ਮਹੀਨਾਵਾਰ ਭੁਗਤਾਨ,1.0,10
punjabi,ਮਹੱਤਵਪੂਰਨ ਜਾਣਕਾਰੀ,ਮਹੱਤਵਪੂਰਨ ਜਾਣਕਾਰੀ,1.0,7
punjabi,ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ,ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ,1.0,7
punjabi,ਮਾਤਰਾ ਸੀਮਤ ਹੈ,ਮਾਤਰਾ ਸੀਮਤ ਹੈ,1.25,12
punjabi,ਮਾਰਕੀਿਟੰਗ ਸਫਲਤਾ,ਮਾਰਕੀਿਟੰਗ ਸਫਲਤਾ,1.0,9
punjabi,ਮਾਰਕੀਿਟੰਗ ਹੱਲ,ਮਾਰਕੀਿਟੰਗ ਹੱਲ,1.0,9
punjabi,ਮਾਲੀਆ ਵਧਾਓ,ਮਾਲੀਆ ਵਧਾਓ,1.0,7
punjabi,ਮਾਸਟਰਕਾਰਡ,ਮਾਸਟਰਕਾਰਡ,1.0,9
punjabi,ਮੁਕਾਬਲਾ,ਮੁਕਾਬਲਾ,1.0,3
punjabi,ਮੁਕਾਬਲੇ,ਮੁਕਾਬਲੇ,1.0,3
punjabi,ਮੁਕੱਦਮਾ,ਮੁਕੱਦਮਾ,1.0,15
punjabi,ਮੁਦਰਾ,ਮੁਦਰਾ,1.0,4
punjabi,ਮੁਫਤ ਤਰਜੀਹੀ ਮੇਲ,ਮੁਫਤ ਤਰਜੀਹੀ ਮੇਲ,1.25,6
punjabi,ਮੁਫਤ ਮੈਕਬੱੁਕ,ਮੁਫਤ ਮੈਕਬੱੁਕ,1.0,6
punjabi,ਮੁਫਤ ਿਵੱਚ,ਮੁਫਤ ਿਵੱਚ,1.0,5
punjabi,ਮੁਫ਼ਤ,ਮੁਫ਼ਤ,1.0,5
punjabi,ਮੁਫ਼ਤ ਅਤੇ ਮੁਫ਼ਤ,ਮੁਫ਼ਤ ਅਤੇ ਮੁਫ਼ਤ,1.25,6
punjabi,ਮੁਫ਼ਤ ਆਈਫੋਨ,ਮੁਫ਼ਤ ਆਈਫੋਨ,1.0,6
punjabi,ਮੁਫ਼ਤ ਈਬੁਕ ਡਾਊਨਲੋਡ,ਮੁਫ਼ਤ ਈਬੁਕ ਡਾਊਨਲੋਡ,1.25,6
punjabi,ਮੁਫ਼ਤ ਕਾਲ,ਮੁਫ਼ਤ ਕਾਲ,1.0,6
punjabi,ਮੁਫ਼ਤ ਖੋਜ ਇੰਜਣ ਸੂਚੀ,ਮੁਫ਼ਤ ਖੋਜ ਇੰਜਣ ਸੂਚੀ,1.25,6
punjabi,ਮੁਫ਼ਤ ਜਾਣਕਾਰੀ,ਮੁਫ਼ਤ ਜਾਣਕਾਰੀ,1.0,6
punjabi,ਮੁਫ਼ਤ ਝਲਕ,ਮੁਫ਼ਤ ਝਲਕ,1.0,6
punjabi,ਮੁਫ਼ਤ ਡੀਵੀਡੀ,ਮੁਫ਼ਤ ਡੀਵੀਡੀ,1.0,6
punjabi,ਮੁਫ਼ਤ ਤੁਰੰਤ,ਮੁਫ਼ਤ ਤੁਰੰਤ,1.0,6
punjabi,ਮੁਫ਼ਤ ਤੋਹਫ਼ੇ,ਮੁਫ਼ਤ ਤੋਹਫ਼ੇ,1.0,6
punjabi,ਮੁਫ਼ਤ ਨਕਦ,ਮੁਫ਼ਤ ਨਕਦ,1.0,6
punjabi,ਮੁਫ਼ਤ ਨਮੂਨਾ,ਮੁਫ਼ਤ ਨਮੂਨਾ,1.0,6
punjabi,ਮੁਫ਼ਤ ਪਹੰੁਚ,ਮੁਫ਼ਤ ਪਹੰੁਚ,1.0,6
punjabi,ਮੁਫ਼ਤ ਪੈਸੇ,ਮੁਫ਼ਤ ਪੈਸੇ,1.0,6
punjabi,ਮੁਫ਼ਤ ਬੋਨਸ,ਮੁਫ਼ਤ ਬੋਨਸ,1.0,6
punjabi,ਮੁਫ਼ਤ ਲਈ ਪਹੰੁਚ,ਮੁਫ਼ਤ ਲਈ ਪਹੰੁਚ,1.25,1
punjabi,ਮੁਫ਼ਤ ਲੀਡ,ਮੁਫ਼ਤ ਲੀਡ,1.0,6
punjabi,ਮੁਫ਼ਤ ਲੈਪਟਾਪ,ਮੁਫ਼ਤ ਲੈਪਟਾਪ,1.0,6
punjabi,ਮੁਫ਼ਤ ਸਦੱਸਤਾ,ਮੁਫ਼ਤ ਸਦੱਸਤਾ,1.0,6
punjabi,ਮੁਫ਼ਤ ਸਾਈਨ ਅੱਪ ਕਰੋ,ਮੁਫ਼ਤ ਸਾਈਨ ਅੱਪ ਕਰੋ,1.25,13
punjabi,ਮੁਫ਼ਤ ਹਵਾਲਾ,ਮੁਫ਼ਤ ਹਵਾਲਾ,1.0,6
punjabi,ਮੁਫ਼ਤ ਹੋਸਿਟੰਗ,ਮੁਫ਼ਤ ਹੋਸਿਟੰਗ,1.0,6
punjabi,ਮੁਫ਼ਤ!,ਮੁਫ਼ਤ!,1.0,6
punjabi,ਮੁੜਿਵੱਤੀ ਘਰ,ਮੁੜਿਵੱਤੀ ਘਰ,1.0,12
punjabi,ਮੇਰਾ ਸਮਰਥਨ ਕਰੋ,ਮੇਰਾ ਸਮਰਥਨ ਕਰੋ,1.25,14
punjabi,ਮੇਰੀ ਮਦਦ ਕਰੋ,ਮੇਰੀ ਮਦਦ ਕਰੋ,1.25,7
punjabi,ਮੇਰੇ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,ਮੇਰੇ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,1.25,3
punjabi,ਮੇਰੇ ਿਪੱਛੇ ਆਓ,ਮੇਰੇ ਿਪੱਛੇ ਆਓ,1.25,5
punjabi,ਮੈਡੀਕਲ,ਮੈਡੀਕਲ,1.0,9
punjabi,ਮੈਨੰੂ ਈਮੇਲ ਕਰਨਾ ਬੰਦ ਕਰੋ,ਮੈਨੰੂ ਈਮੇਲ ਕਰਨਾ ਬੰਦ ਕਰੋ,1.25,14
punjabi,ਮੈਨੰੂ ਕਾਲ ਕਰਨਾ ਬੰਦ ਕਰੋ,ਮੈਨੰੂ ਕਾਲ ਕਰਨਾ ਬੰਦ ਕਰੋ,1.25,14
punjabi,ਮੈਨੰੂ ਕਾਲ ਕਰੋ,ਮੈਨੰੂ ਕਾਲ ਕਰੋ,1.25,2
punjabi,ਮੈਨੰੂ ਚੇਤਾਵਨੀ ਿਦਓ,ਮੈਨੰੂ ਚੇਤਾਵਨੀ ਿਦਓ,1.25,1
punjabi,ਮੈਨੰੂ ਿਮਲੋ,ਮੈਨੰੂ ਿਮਲੋ,1.0,9
punjabi,ਮੋਬਾਇਲ ਨੰਬਰ,ਮੋਬਾਇਲ ਨੰਬਰ,1.0,9
punjabi,ਮੌਕਾ,ਮੌਕਾ,1.0,11
punjabi,ਮੌਰਗੇਜ,ਮੌਰਗੇਜ,1.0,10
punjabi,ਮੌਰਗੇਜ ਦਰ,ਮੌਰਗੇਜ ਦਰ,1.0,10
punjabi,ਮੱਧਮ,ਮੱਧਮ,1.0,9
punjabi,ਮઓੇਰફੀ રਰੂਹ ਦੇ ਸਾਥੀ ਨੰੂ ਲੱਭ ਿਰਹਾ ਹੈ,ਮઓੇਰફੀ રਰੂਹ ਦੇ ਸਾਥੀ ਨੰੂ ਲੱਭ ਿਰਹਾ ਹੈ,1.25,8
punjabi,ਯੂਰੋ,ਯੂਰੋ,1.0,5
punjabi,ਰੀਮਾਈਡਂਰ,ਰੀਮਾਈਡਂਰ,1.0,12
punjabi,ਰੁਪਏ,ਰੁਪਏ,1.0,13
punjabi,ਰੈਫਰਲ,ਰੈਫਰਲ,1.0,12
punjabi,ਰੋਜ਼ਾਨਾ ਦੀ ਕਮਾਈ,ਰੋਜ਼ਾਨਾ ਦੀ ਕਮਾਈ,1.25,4
punjabi,ਰੋਲੈਕਸ,ਰੋਲੈਕਸ,1.0,13
punjabi,ਰકੱરਦશ ਕો?ਰੋ,ਰકੱરਦશ ਕો?ਰੋ,1.0,2
punjabi,ਲਗਜ਼ਰੀ ਕਾਰ,ਲਗਜ਼ਰੀ ਕਾਰ,1.0,9
punjabi,ਲਾਗਤ,ਲਾਗਤ,1.0,3
punjabi,ਲਾਭ,ਲਾਭ,1.0,12
punjabi,ਲਾਭਪਾਤਰੀ,ਲਾਭਪਾਤਰੀ,1.0,2
punjabi,ਲੁਕੇ ਹੋਏ ਖਰਚੇ,ਲੁਕੇ ਹੋਏ ਖਰਚੇ,1.25,7
punjabi,ਲੁਿਕਆ ਹੋਇਆ,ਲੁਿਕਆ ਹੋਇਆ,1.0,7
punjabi,ਲੰਬੀ ਦੂਰੀ,ਲੰਬੀ ਦੂਰੀ,1.0,8
punjabi,ਲੰਬੀ ਦੂਰੀ ਦਾ ਫ਼ੋਨ ਨੰਬਰ,ਲੰਬੀ ਦੂਰੀ ਦਾ ਫ਼ੋਨ ਨੰਬਰ,1.25,8
punjabi,ਲੰਬੋ,ਲੰਬੋ,1.0,8
punjabi,ਲકਾરਭો ਕਮਾਓ,ਲકਾરਭો ਕਮਾਓ,1.0,9
punjabi,ਵਧਾਈਆਂ,ਵਧਾਈਆਂ,1.0,3
punjabi,ਵਧੀਆ ਕੀਮਤ,ਵਧੀਆ ਕੀਮਤ,1.0,2
punjabi,ਵਧੀਆ ਦਰ,ਵਧੀਆ ਦਰ,1.0,2
punjabi,ਵਧੀਆ ਸੌਦਾ,ਵਧੀਆ ਸੌਦਾ,1.0,2
punjabi,ਵਪਾਰ,ਵਪਾਰ,1.0,15
punjabi,ਵਪਾਰੀ,ਵਪਾਰੀ,1.0,14
punjabi,ਵਸਤੂ ਸੂਚੀ ਿਵੱਚ ਕਮੀ,ਵਸਤੂ ਸੂਚੀ ਿਵੱਚ ਕਮੀ,1.25,8
punjabi,ਵਾਊਚਰ,ਵਾਊਚਰ,1.0,15
punjabi,ਵਾਧੂ ਆਮਦਨ,ਵਾਧੂ ਆਮਦਨ,1.0,1
punjabi,ਵਾਧੂ ਨਕਦ,ਵਾਧੂ ਨਕਦ,1.0,5
punjabi,ਵਾਧੂ ਨਕਦ ਕਮਾਓ,ਵਾਧੂ ਨਕਦ ਕਮਾਓ,1.25,4
punjabi,ਵਾਧੂ ਪੈਸੇ,ਵਾਧੂ ਪੈਸੇ,1.0,1
punjabi,ਵਾਪਸੀ,ਵਾਪਸੀ,1.0,13
punjabi,ਵਾਰੰਟੀ,ਵਾਰੰਟੀ,1.0,15
punjabi,ਵਾਰੰਟੀ ਦੀ ਿਮਆਦ ਪੱੁਗ ਗਈ,ਵਾਰੰਟੀ ਦੀ ਿਮਆਦ ਪੱੁਗ ਗਈ,1.25,15
punjabi,ਵੀਆਈਪੀ,ਵੀਆਈਪੀ,1.0,15
punjabi,ਵੀਆਗਰਾ,ਵੀਆਗਰਾ,1.0,15
punjabi,ਵੀਜ਼ਾ,ਵੀਜ਼ਾ,1.0,15
punjabi,ਵੇਰਵੇ,ਵੇਰਵੇ,1.0,4
punjabi,ਵੈਲੀਅਮ,ਵੈਲੀਅਮ,1.0,15
punjabi,ਵੱਖ ਕੀਤਾ,ਵੱਖ ਕੀਤਾ,1.0,13
punjabi,ਵੱਡਾ ਕਰੋ,ਵੱਡਾ ਕਰੋ,1.0,5
punjabi,ਵੱਡਾ ਮਹੀਨਾ ਬਚਾਓ,ਵੱਡਾ ਮਹੀਨਾ ਬਚਾਓ,1.25,13
punjabi,ਵੱਡੀ ਛੂਟ,ਵੱਡੀ ਛੂਟ,1.0,7
punjabi,ਵੱਡੀ ਰਕਮ,ਵੱਡੀ ਰਕਮ,1.0,2
punjabi,ਵੱਡੇ ਪੈਸੇ ਬਚਾਓ,ਵੱਡੇ ਪੈਸੇ ਬਚਾਓ,1.25,13
punjabi,ਵੱਡੇ ਬਚਾਓ,ਵੱਡੇ ਬਚਾਓ,1.0,13
punjabi,ਸਕੀਮ,ਸਕੀਮ,1.0,13
punjabi,ਸਟਾਕ,ਸਟਾਕ,1.0,14
punjabi,ਸਟਾਕ ਚੇਤਾਵਨੀ,ਸਟਾਕ ਚੇਤਾਵਨੀ,1.0,14
punjabi,ਸਟਾਕ ਚੋਣ,ਸਟਾਕ ਚੋਣ,1.0,14
punjabi,ਸਟਾਕ ਦੀ ਚੋਣ,ਸਟਾਕ ਦੀ ਚੋਣ,1.25,14
punjabi,ਸਟਾਕ ਬੇਦਾਅਵਾ ਿਬਆਨ,ਸਟਾਕ ਬੇਦਾਅਵਾ ਿਬਆਨ,1.25,14
punjabi,ਸਟੇਨਲੇਸ ਸਟੀਲ,ਸਟੇਨਲੇਸ ਸਟੀਲ,1.0,14
punjabi,ਸਤਸੰਗ,ਸਤਸੰਗ,1.0,13
punjabi,ਸਦੱਸ ਸਮੱਗਰੀ,ਸਦੱਸ ਸਮੱਗਰੀ,1.0,9
punjabi,ਸਪਲਾਈ,ਸਪਲਾਈ,1.0,14
punjabi,ਸਪਲਾਈ ਸੀਮਤ ਹਨ,ਸਪਲਾਈ ਸੀਮਤ ਹਨ,1.25,14
punjabi,ਸਪੈਮ ਮੁਕਤ,ਸਪੈਮ ਮੁਕਤ,1.0,14
punjabi,ਸਫਲਤਾ,ਸਫਲਤਾ,1.0,14
punjabi,ਸਭ ਕੁਝ ਬੰਦ,ਸਭ ਕੁਝ ਬੰਦ,1.25,10
punjabi,ਸਭ-ਕੁਦਰਤੀ,ਸਭ-ਕੁਦਰਤੀ,1.0,1
punjabi,ਸਮਾਰਟ ਵਪਾਰ,ਸਮਾਰਟ ਵਪਾਰ,1.0,14
punjabi,ਸਮਾਰਟਫੋਨ,ਸਮਾਰਟਫੋਨ,1.0,13
punjabi,ਸਮੰੁਦਰੀ ਿਕਨਾਰੇ,ਸਮੰੁਦਰੀ ਿਕਨਾਰੇ,1.0,11
punjabi,ਸਮੱਗਰੀ ਮਾਰਕੀਿਟੰਗ,ਸਮੱਗਰੀ ਮਾਰਕੀਿਟੰਗ,1.0,3
punjabi,ਸਮੱਿਸਆ,ਸਮੱਿਸਆ,1.0,12
punjabi,ਸਰ ਤਨ ਸੇ,ਸਰ ਤਨ ਸੇ,1.25,13
punjabi,ਸਸਤੀ ਦਵਾਈਆਂ,ਸਸਤੀ ਦਵਾਈਆਂ,1.0,3
punjabi,ਸਸਤੇ,ਸਸਤੇ,1.0,3
punjabi,ਸਸਤੇ ਅਤੇ ਗੰਦੇ,ਸਸਤੇ ਅਤੇ ਗੰਦੇ,1.25,3
punjabi,ਸਾਇਨ ਅਪ,ਸਾਇਨ ਅਪ,1.0,13
punjabi,ਸਾਈਨ - ਇਨ,ਸਾਈਨ - ਇਨ,1.25,13
punjabi,ਸਾਡੇ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,ਸਾਡੇ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,1.25,3
